date,gross,cost,net,gross_exposure,net_exposure
2024-09-02,0.0,0.0,0.0,0.0,0.0
2024-09-03,0.0,0.0,0.0,0.0,0.0
2024-09-04,0.0,0.0,0.0,0.0,0.0
2024-09-05,0.0,0.0,0.0,0.0,0.0
2024-09-06,0.0,0.0,0.0,0.0,0.0
2024-09-09,0.0,0.0,0.0,0.0,0.0
2024-09-10,0.0,0.0,0.0,0.0,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0
2024-09-12,0.0,0.0,0.0,0.0,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.0
2024-09-17,0.0,0.0,0.0,0.0,0.0
2024-09-18,0.0,0.0,0.0,0.0,0.0
2024-09-19,0.0,0.0,0.0,0.0,0.0
2024-09-20,0.0,0.0,0.0,0.0,0.0
2024-09-24,0.0,0.0,0.0,0.0,0.0
2024-09-25,0.0,0.0,0.0,0.0,0.0
2024-09-26,0.0,0.0,0.0,0.0,0.0
2024-09-27,0.0,0.0,0.0,0.0,0.0
2024-09-30,0.0,0.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0
2024-10-02,0.0,0.0,0.0,0.0,0.0
2024-10-03,0.0,0.0,0.0,0.0,0.0
2024-10-04,0.0,0.0,0.0,0.0,0.0
2024-10-07,0.0,0.0,0.0,0.0,0.0
2024-10-08,0.0,0.0,0.0,0.0,0.0
2024-10-09,0.0,0.0,0.0,0.0,0.0
2024-10-10,0.0,0.0,0.0,0.0,0.0
2024-10-11,0.0,0.0,0.0,0.0,0.0
2024-10-15,0.0,0.0,0.0,0.0,0.0
2024-10-16,0.0,0.0,0.0,0.0,0.0
2024-10-17,0.0,0.0,0.0,0.0,0.0
2024-10-18,0.0,0.0,0.0,0.0,0.0
2024-10-21,0.0,0.0,0.0,0.0,0.0
2024-10-22,0.0,0.0,0.0,0.0,0.0
2024-10-23,0.0,0.0,0.0,0.0,0.0
2024-10-24,0.0,0.0,0.0,0.0,0.0
2024-10-25,0.0,0.0,0.0,0.0,0.0
2024-10-28,0.0,0.0,0.0,0.0,0.0
2024-10-29,0.0,0.0,0.0,0.0,0.0
2024-10-30,0.0,0.0,0.0,0.0,0.0
2024-10-31,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0
2024-11-05,0.0,0.0,0.0,0.0,0.0
2024-11-06,0.0,0.0,0.0,0.0,0.0
2024-11-07,0.0,0.0,0.0,0.0,0.0
2024-11-08,0.0,0.0,0.0,0.0,0.0
2024-11-11,0.0,0.0,0.0,0.0,0.0
2024-11-12,0.0,0.0,0.0,0.0,0.0
2024-11-13,0.0,0.0,0.0,0.0,0.0
2024-11-14,0.0,0.0,0.0,0.0,0.0
2024-11-15,0.0,0.0,0.0,0.0,0.0
2024-11-18,0.0,0.0,0.0,0.0,0.0
2024-11-19,0.0,0.0,0.0,0.0,0.0
2024-11-20,0.0,0.0,0.0,0.0,0.0
2024-11-21,0.0,0.0,0.0,0.0,0.0
2024-11-22,0.0,0.0,0.0,0.0,0.0
2024-11-25,0.0,0.0,0.0,0.0,0.0
2024-11-26,0.0,0.0,0.0,0.0,0.0
2024-11-27,0.0,0.0,0.0,0.0,0.0
2024-11-28,0.0,0.0,0.0,0.0,0.0
2024-11-29,0.0,0.0,0.0,0.0,0.0
2024-12-02,0.0,0.0,0.0,0.0,0.0
2024-12-03,0.0,0.0,0.0,0.0,0.0
2024-12-04,0.0,0.0,0.0,0.0,0.0
2024-12-05,0.0,0.0,0.0,0.0,0.0
2024-12-06,0.0,0.0,0.0,0.0,0.0
2024-12-09,0.0,0.0,0.0,0.0,0.0
2024-12-10,0.0,0.0,0.0,0.0,0.0
2024-12-11,0.0,0.0,0.0,0.0,0.0
2024-12-12,0.0,0.0,0.0,0.0,0.0
2024-12-13,0.0,0.0,0.0,0.0,0.0
2024-12-16,0.0,0.0,0.0,0.0,0.0
2024-12-17,0.0,0.0,0.0,0.0,0.0
2024-12-18,0.0,0.0,0.0,0.0,0.0
2024-12-19,0.0,0.0,0.0,0.0,0.0
2024-12-20,0.0,0.0,0.0,0.0,0.0
2024-12-23,0.0,0.0,0.0,0.0,0.0
2024-12-24,0.0,0.0,0.0,0.0,0.0
2024-12-25,0.0,0.0,0.0,0.0,0.0
2024-12-26,0.0,0.0,0.0,0.0,0.0
2024-12-27,0.0,0.0,0.0,0.0,0.0
2024-12-30,0.0,0.0,0.0,0.0,0.0
2025-01-07,0.0,0.0,0.0,0.0,0.0
2025-01-08,-0.024503616492619257,0.0003994954,-0.02490311189261926,1.9974770000000002,-5.204170427930421e-17
2025-01-09,2.2924727252168493e-05,0.00039966519999999996,-0.00037674047274783147,1.9983259999999998,-1.3183898417423734e-16
2025-01-10,0.0007559137243194075,0.0003997712,0.0003561425243194075,1.998856,0.0
2025-01-14,0.019963211980743266,0.0003999172,0.019563294780743267,1.9995859999999999,-7.632783294297951e-17
2025-01-15,0.004684289068576239,0.0003997296,0.004284559468576239,1.998648,2.8449465006019636e-16
2025-01-16,-0.0004767412704304438,0.00039946000000000003,-0.0008762012704304438,1.9973,-2.7755575615628914e-17
2025-01-17,-0.009515663074277637,0.0003990614,-0.009914724474277636,1.9953070000000002,2.6020852139652106e-17
2025-01-20,-0.002037790633415789,0.0003993968,-0.002437187433415789,1.996984,5.551115123125783e-17
2025-01-21,0.0033605048430665877,0.00039924640000000005,0.002961258443066588,1.9962320000000002,1.6306400674181987e-16
2025-01-22,0.002977456423408357,0.0003997216,0.002577734823408357,1.998608,4.163336342344337e-17
2025-01-23,0.006539589935414667,0.00039976160000000004,0.0061398283354146665,1.9988080000000001,6.938893903907228e-17
2025-01-24,0.002957355464992868,0.0003994219999999999,0.002557933464992868,1.9971099999999997,1.1102230246251565e-16
2025-01-27,-0.01225365799123871,0.00039934039999999996,-0.01265299839123871,1.9967019999999998,-2.220446049250313e-16
2025-01-28,0.01388818512122195,0.00039988220000000007,0.01348830292122195,1.9994110000000003,-8.326672684688674e-17
2025-01-29,-0.007462953724255399,0.0003995506000000001,-0.0078625043242554,1.9977530000000003,3.469446951953614e-17
2025-01-30,0.004333820806774289,0.00039968539999999997,0.00393413540677429,1.998427,6.245004513516506e-17
2025-01-31,0.0008766010609482163,0.00039957860000000003,0.00047702246094821624,1.9978930000000001,1.3877787807814457e-17
2025-02-03,-0.004200736356372962,0.0003998684,-0.004600604756372962,1.999342,-1.1102230246251565e-16
2025-02-04,0.008435039295771647,0.0003999912,0.008035048095771647,1.999956,0.0
2025-02-05,0.0038224692152353844,0.00039965739999999996,0.0034228118152353844,1.998287,4.85722573273506e-17
2025-02-06,0.0053678690665852095,0.0003993234,0.004968545666585209,1.996617,3.8163916471489756e-17
2025-02-07,0.003945901649495789,0.00039986220000000003,0.0035460394494957886,1.999311,-1.1102230246251565e-16
2025-02-10,0.00239072682278143,0.000399893,0.00199083382278143,1.999465,-6.071532165918825e-17
2025-02-12,0.0017111772558807224,0.0003996554,0.0013115218558807224,1.9982769999999999,4.5102810375396984e-17
2025-02-13,0.004165014274499739,0.0003997498,0.003765264474499739,1.998749,6.938893903907228e-17
2025-02-14,0.0014022453471547896,0.0003997418,0.0010025035471547896,1.998709,-5.551115123125783e-17
2025-02-17,-0.006734096145218422,0.00039995640000000006,-0.007134052545218422,1.9997820000000002,-1.3877787807814457e-17
2025-02-18,0.003696506836453391,0.0003995990000000001,0.003296907836453391,1.9979950000000004,4.5102810375396984e-17
2025-02-19,0.005436768730243058,0.00039917800000000003,0.005037590730243058,1.9958900000000002,-2.220446049250313e-16
2025-02-20,0.002833439957880007,0.00039969500000000004,0.002433744957880007,1.9984750000000002,1.3877787807814457e-17
2025-02-21,-0.00024837665408544463,0.0003997798,-0.0006481564540854446,1.998899,-4.5102810375396984e-17
2025-02-25,0.0016048259773453197,0.00039950939999999996,0.0012053165773453197,1.9975469999999997,2.0816681711721685e-16
2025-02-26,0.007854254692672728,0.00039913040000000006,0.007455124292672728,1.9956520000000002,-1.3877787807814457e-16
2025-02-27,-0.008726938346626247,0.0003999058,-0.009126844146626246,1.999529,9.71445146547012e-17
2025-02-28,-0.0031851173740047776,0.00039978979999999995,-0.0035849071740047776,1.9989489999999999,1.8735013540549517e-16
2025-03-03,0.0005240341687961742,0.00039989159999999997,0.00012414256879617427,1.9994579999999997,3.2959746043559335e-17
2025-03-04,4.909844607250838e-05,0.0003998671999999999,-0.0003507687539274915,1.9993359999999996,2.8796409701215e-16
2025-03-05,-0.0034861840669598784,0.00039985140000000003,-0.0038860354669598782,1.999257,0.0
2025-03-06,-0.0013827044488593418,0.0003998664,-0.0017825708488593418,1.9993319999999999,1.3877787807814457e-16
2025-03-07,0.012292441228426121,0.000399628,0.01189281322842612,1.99814,-5.551115123125783e-17
2025-03-10,-0.005069056748516806,0.0003998843999999999,-0.005468941148516806,1.9994219999999996,-1.1102230246251565e-16
2025-03-11,0.009458935833651054,0.000399857,0.009059078833651054,1.999285,1.0061396160665481e-16
2025-03-12,0.007391889057208181,0.0003994088,0.0069924802572081815,1.997044,-2.7755575615628914e-17
2025-03-13,0.0016194764913523862,0.0003995821999999999,0.0012198942913523862,1.9979109999999995,5.204170427930421e-18
2025-03-14,-0.0003629245426346463,0.00039979,-0.0007627145426346463,1.9989500000000002,-6.071532165918825e-17
2025-03-17,0.007675339382845411,0.00039970899999999994,0.007275630382845412,1.9985449999999998,1.4051260155412137e-16
2025-03-18,0.006237363609982028,0.0003997996,0.005837564009982027,1.9989979999999998,-1.8041124150158794e-16
2025-03-19,0.011020231893362844,0.00039971580000000003,0.010620516093362843,1.998579,1.5959455978986625e-16
2025-03-21,-0.0027005588441073804,0.0003996202,-0.0031001790441073803,1.9981010000000001,-1.8735013540549517e-16
2025-03-24,0.002911368184690899,0.00039951939999999995,0.002511848784690899,1.9975969999999998,1.734723475976807e-17
2025-03-25,-0.00428152770433781,0.0003997692,-0.004681296904337809,1.998846,1.0928757898653885e-16
2025-03-26,0.0022057012637472736,0.00039964959999999996,0.0018060516637472736,1.9982479999999998,1.734723475976807e-17
2025-03-27,-0.002451279694698147,0.00039948280000000005,-0.0028507624946981468,1.9974140000000002,9.020562075079397e-17
2025-03-28,0.00634856704242794,0.0003997324,0.00594883464242794,1.998662,1.0234868508263162e-16
2025-03-31,-0.006672840908481337,0.00039979580000000005,-0.007072636708481337,1.9989790000000003,1.7694179454963432e-16
2025-04-01,-0.01149351654095891,0.00039987679999999997,-0.01189339334095891,1.9993839999999998,1.1102230246251565e-16
2025-04-02,0.0035619501944846718,0.0003996038,0.003162346394484672,1.998019,-2.7755575615628914e-17
2025-04-03,-0.007053262642685012,0.0003988624,-0.007452125042685012,1.994312,2.7755575615628914e-17
2025-04-04,-0.014256788990318885,0.0003996365999999999,-0.014656425590318885,1.9981829999999996,-2.7755575615628914e-17
2025-04-07,0.008476356211190132,0.0003993462,0.008077010011190133,1.996731,1.3877787807814457e-16
2025-04-08,-0.0037671401933496067,0.00039969,-0.004166830193349607,1.99845,2.7755575615628914e-17
2025-04-09,-0.0008920535400496863,0.0003996628,-0.0012917163400496864,1.9983140000000001,-1.1102230246251565e-16
2025-04-10,-0.00659616624627859,0.0003996882,-0.00699585444627859,1.998441,1.3877787807814457e-16
2025-04-11,0.003358769580003975,0.00039941719999999996,0.002959352380003975,1.9970859999999997,-2.220446049250313e-16
2025-04-14,0.000438513361980088,0.00039941759999999993,3.909576198008808e-05,1.9970879999999998,1.3877787807814457e-17
2025-04-15,0.0031454993802562128,0.0003994728,0.002746026580256213,1.997364,1.8041124150158794e-16
2025-04-16,0.0029110624215996006,0.00039992900000000004,0.0025111334215996003,1.9996450000000001,6.938893903907228e-18
2025-04-17,0.004727963961873034,0.00039902199999999996,0.0043289419618730346,1.99511,-6.245004513516506e-17
2025-04-18,-0.009209637654457356,0.0003999116,-0.009609549254457356,1.9995580000000002,1.942890293094024e-16
2025-04-21,-0.00209781758146613,0.00039963380000000004,-0.0024974513814661303,1.9981690000000003,-4.163336342344337e-17
2025-04-22,0.00032052717187875486,0.00039965760000000003,-7.913042812124517e-05,1.998288,-1.6653345369377348e-16
2025-04-23,0.007624054935801851,0.0003997546,0.007224300335801851,1.998773,3.885780586188048e-16
2025-04-24,0.002711464328806185,0.00039954039999999996,0.002311923928806185,1.9977019999999999,-8.326672684688674e-17
2025-04-25,-0.006522198090906218,0.000399804,-0.006922002090906218,1.9990200000000002,-1.491862189340054e-16
2025-04-28,0.0037392533761863847,0.00039922260000000006,0.0033400307761863846,1.9961130000000002,2.2898349882893854e-16
2025-04-30,0.010886868663927907,0.000399805,0.010487063663927907,1.999025,5.204170427930421e-17
2025-05-01,-0.006526776683514825,0.000399921,-0.006926697683514825,1.999605,-1.6653345369377348e-16
2025-05-02,0.0015577601684128852,0.000399421,0.0011583391684128852,1.9971050000000001,-1.214306433183765e-16
2025-05-07,0.014232877879468454,0.0003993114000000001,0.013833566479468455,1.9965570000000004,-3.2959746043559335e-17
2025-05-08,0.0019735796537698096,0.00039936039999999994,0.0015742192537698096,1.9968019999999997,5.551115123125783e-17
2025-05-09,0.003061732282974731,0.00039881,0.002662922282974731,1.9940499999999999,3.122502256758253e-17
2025-05-12,-0.008322785995795594,0.0003996065999999999,-0.008722392595795594,1.9980329999999995,2.896988204881268e-16
2025-05-13,0.005387812002835594,0.0003996188,0.004988193202835594,1.998094,-2.3245294578089215e-16
2025-05-14,0.0025279478577303212,0.00039904320000000004,0.002128904657730321,1.995216,1.3877787807814457e-16
2025-05-15,0.008527123287148745,0.00039952700000000005,0.008127596287148745,1.9976350000000003,3.8163916471489756e-17
2025-05-16,0.005094518986696738,0.0003997452,0.004694773786696738,1.9987259999999998,-2.636779683484747e-16
2025-05-19,0.016770556346221016,0.00039921139999999993,0.016371344946221018,1.9960569999999995,-1.7520707107365752e-16
2025-05-20,-0.002237508866934614,0.00039974440000000003,-0.002637253266934614,1.998722,2.3592239273284576e-16
2025-05-21,0.006506302501034344,0.0003995206,0.006106781901034344,1.9976029999999998,-1.1449174941446927e-16
2025-05-22,0.002123615096810177,0.00039941760000000004,0.0017241974968101772,1.9970880000000002,1.734723475976807e-16
2025-05-23,-0.005270885751376299,0.0003995896,-0.005670475351376299,1.997948,2.706168622523819e-16
2025-05-26,0.006579932679479955,0.0003994232,0.006180509479479955,1.997116,9.71445146547012e-17
2025-05-27,-0.0048852516812164844,0.0003993284,-0.005284580081216485,1.996642,9.194034422677078e-17
2025-05-28,0.001917841278139201,0.00039968379999999996,0.001518157478139201,1.9984189999999997,-1.3877787807814457e-16
2025-05-29,-0.0006047788057612026,0.00039993959999999997,-0.0010047184057612026,1.999698,3.8163916471489756e-17
2025-05-30,-0.006290631902234485,0.0003994926,-0.0066901245022344845,1.997463,1.6653345369377348e-16
2025-06-02,0.002740392704620227,0.00039971759999999994,0.002340675104620227,1.9985879999999998,-1.1102230246251565e-16
2025-06-03,0.0012332388321337506,0.0003994983999999999,0.0008337404321337507,1.9974919999999996,5.724587470723463e-17
2025-06-04,-0.013052814070229676,0.00039991040000000004,-0.013452724470229676,1.9995520000000002,-1.1102230246251565e-16
2025-06-05,0.004037044090180245,0.00039952559999999995,0.0036375184901802455,1.9976279999999997,-2.7755575615628914e-17
2025-06-06,0.002379109675754361,0.0003986544,0.0019804552757543606,1.993272,-1.2836953722228372e-16
2025-06-09,0.0013193543088344812,0.0003993484,0.0009200059088344812,1.996742,1.1102230246251565e-16
2025-06-10,0.006450026563343575,0.00039898859999999996,0.0060510379633435755,1.994943,3.122502256758253e-17
2025-06-11,0.008458407197393773,0.0003994901999999999,0.008058916997393773,1.9974509999999996,-5.551115123125783e-17
2025-06-12,0.005813110002227679,0.00039973620000000005,0.005413373802227678,1.9986810000000004,-2.393918396847994e-16
2025-06-13,0.001874458165663992,0.0003997404,0.0014747177656639918,1.9987020000000002,1.6653345369377348e-16
2025-06-16,-0.0030820072593851612,0.0003995867999999999,-0.003481594059385161,1.9979339999999994,-1.7694179454963432e-16
2025-06-17,-0.014219935618539549,0.0003997958,-0.014619731418539549,1.998979,-2.42861286636753e-17
2025-06-18,-0.0022141827969091635,0.0003999036,-0.0026140863969091634,1.999518,-5.898059818321144e-17
2025-06-19,0.0006556972234817533,0.0003998788,0.0002558184234817533,1.9993940000000001,2.1510571102112408e-16
2025-06-20,-6.693238034828327e-05,0.0003996322,-0.00046656458034828325,1.9981609999999999,1.0755285551056204e-16
2025-06-23,-7.873605918167046e-05,0.0003993884,-0.00047812445918167046,1.996942,-1.0061396160665481e-16
2025-06-24,0.001377791364083664,0.00039919639999999996,0.000978594964083664,1.995982,-1.2836953722228372e-16
2025-06-25,-0.004610284099385933,0.00039949,-0.0050097740993859325,1.9974500000000002,-4.5102810375396984e-17
2025-06-26,-0.0036071789853702385,0.0003997806,-0.0040069595853702384,1.998903,8.673617379884035e-17
2025-06-27,-0.0012339065903398025,0.00039974080000000005,-0.0016336473903398026,1.9987040000000003,1.3877787807814457e-17
2025-06-30,-0.0030090094934949172,0.0003989352,-0.0034079446934949173,1.9946760000000001,1.734723475976807e-17
2025-07-01,0.007179891493126282,0.0003995758000000001,0.0067803156931262815,1.9978790000000004,0.0
2025-07-02,-0.0007196562546335212,0.0003997026,-0.0011193588546335213,1.998513,-4.85722573273506e-17
2025-07-03,0.007455349781324183,0.0003997905999999999,0.007055559181324183,1.9989529999999995,-9.020562075079397e-17
2025-07-04,0.0036716782847748134,0.0003996791999999999,0.0032719990847748133,1.9983959999999996,1.8041124150158794e-16
2025-07-07,0.007808757444323592,0.00039970239999999996,0.007409055044323592,1.9985119999999998,-5.898059818321144e-17
2025-07-08,0.00325620344722708,0.000399607,0.00285659644722708,1.998035,3.8163916471489756e-17
2025-07-09,0.0009922967569786594,0.00039990679999999995,0.0005923899569786594,1.9995339999999997,-1.3877787807814457e-16
2025-07-10,-0.006985696059493257,0.0003995942000000001,-0.007385290259493257,1.9979710000000004,2.983724378680108e-16
2025-07-11,0.0031046822023453762,0.0003994604,0.002705221802345376,1.9973020000000001,1.1622647289044608e-16
2025-07-14,0.004982974535954738,0.000399111,0.004583863535954739,1.995555,1.4224732503009818e-16
2025-07-15,0.0005702360064231292,0.00039984459999999994,0.00017039140642312924,1.9992229999999998,-3.469446951953614e-18
2025-07-16,0.0042717738382020845,0.00039987280000000007,0.0038719010382020844,1.9993640000000004,-4.85722573273506e-17
2025-07-17,-0.0028504646284689336,0.00039972000000000006,-0.0032501846284689337,1.9986000000000002,3.469446951953614e-18
2025-07-18,-0.0030836498654963607,0.0003991954,-0.0034828452654963606,1.995977,-5.898059818321144e-17
2025-07-22,0.003576455417314457,0.0003993177999999999,0.003177137617314457,1.9965889999999995,-2.7755575615628914e-17
2025-07-23,-0.011453582711320152,0.00039946979999999995,-0.011853052511320152,1.9973489999999998,2.7755575615628914e-17
2025-07-24,-0.01024303750428347,0.00039986320000000004,-0.01064290070428347,1.9993160000000003,2.498001805406602e-16
2025-07-25,0.00417364959898677,0.0003997537999999999,0.0037738957989867697,1.9987689999999996,1.6653345369377348e-16
