date,gross,cost,net,gross_exposure,net_exposure
2024-09-02,0.0,0.0,0.0,0.0,0.0
2024-09-03,0.0,0.0,0.0,0.0,0.0
2024-09-04,0.0,0.0,0.0,0.0,0.0
2024-09-05,0.0,0.0,0.0,0.0,0.0
2024-09-06,0.0,0.0,0.0,0.0,0.0
2024-09-09,0.0,0.0,0.0,0.0,0.0
2024-09-10,0.0,0.0,0.0,0.0,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0
2024-09-12,0.0,0.0,0.0,0.0,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.0
2024-09-17,0.0,0.0,0.0,0.0,0.0
2024-09-18,0.0,0.0,0.0,0.0,0.0
2024-09-19,0.0,0.0,0.0,0.0,0.0
2024-09-20,0.0,0.0,0.0,0.0,0.0
2024-09-24,0.0,0.0,0.0,0.0,0.0
2024-09-25,0.0,0.0,0.0,0.0,0.0
2024-09-26,0.0,0.0,0.0,0.0,0.0
2024-09-27,0.0,0.0,0.0,0.0,0.0
2024-09-30,0.0,0.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0
2024-10-02,0.0,0.0,0.0,0.0,0.0
2024-10-03,0.0,0.0,0.0,0.0,0.0
2024-10-04,0.0,0.0,0.0,0.0,0.0
2024-10-07,0.0,0.0,0.0,0.0,0.0
2024-10-08,0.0,0.0,0.0,0.0,0.0
2024-10-09,0.0,0.0,0.0,0.0,0.0
2024-10-10,0.0,0.0,0.0,0.0,0.0
2024-10-11,0.0,0.0,0.0,0.0,0.0
2024-10-15,0.0,0.0,0.0,0.0,0.0
2024-10-16,0.0,0.0,0.0,0.0,0.0
2024-10-17,0.0,0.0,0.0,0.0,0.0
2024-10-18,0.0,0.0,0.0,0.0,0.0
2024-10-21,0.0,0.0,0.0,0.0,0.0
2024-10-22,0.0,0.0,0.0,0.0,0.0
2024-10-23,0.0,0.0,0.0,0.0,0.0
2024-10-24,0.0,0.0,0.0,0.0,0.0
2024-10-25,0.0,0.0,0.0,0.0,0.0
2024-10-28,0.0,0.0,0.0,0.0,0.0
2024-10-29,0.0,0.0,0.0,0.0,0.0
2024-10-30,0.0,0.0,0.0,0.0,0.0
2024-10-31,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0
2024-11-05,0.0,0.0,0.0,0.0,0.0
2024-11-06,0.0,0.0,0.0,0.0,0.0
2024-11-07,0.0,0.0,0.0,0.0,0.0
2024-11-08,0.0,0.0,0.0,0.0,0.0
2024-11-11,0.0,0.0,0.0,0.0,0.0
2024-11-12,0.0,0.0,0.0,0.0,0.0
2024-11-13,0.0,0.0,0.0,0.0,0.0
2024-11-14,0.0,0.0,0.0,0.0,0.0
2024-11-15,0.0,0.0,0.0,0.0,0.0
2024-11-18,0.0,0.0,0.0,0.0,0.0
2024-11-19,0.0,0.0,0.0,0.0,0.0
2024-11-20,0.0,0.0,0.0,0.0,0.0
2024-11-21,0.0,0.0,0.0,0.0,0.0
2024-11-22,0.0,0.0,0.0,0.0,0.0
2024-11-25,0.0,0.0,0.0,0.0,0.0
2024-11-26,0.0,0.0,0.0,0.0,0.0
2024-11-27,0.0,0.0,0.0,0.0,0.0
2024-11-28,0.0,0.0,0.0,0.0,0.0
2024-11-29,0.0,0.0,0.0,0.0,0.0
2024-12-02,0.0,0.0,0.0,0.0,0.0
2024-12-03,0.0,0.0,0.0,0.0,0.0
2024-12-04,0.0,0.0,0.0,0.0,0.0
2024-12-05,0.0,0.0,0.0,0.0,0.0
2024-12-06,0.0,0.0,0.0,0.0,0.0
2024-12-09,0.0,0.0,0.0,0.0,0.0
2024-12-10,0.0,0.0,0.0,0.0,0.0
2024-12-11,0.0,0.0,0.0,0.0,0.0
2024-12-12,0.0,0.0,0.0,0.0,0.0
2024-12-13,0.0,0.0,0.0,0.0,0.0
2024-12-16,0.0,0.0,0.0,0.0,0.0
2024-12-17,0.0,0.0,0.0,0.0,0.0
2024-12-18,0.0,0.0,0.0,0.0,0.0
2024-12-19,0.0,0.0,0.0,0.0,0.0
2024-12-20,0.0,0.0,0.0,0.0,0.0
2024-12-23,0.0,0.0,0.0,0.0,0.0
2024-12-24,0.0,0.0,0.0,0.0,0.0
2024-12-25,0.0,0.0,0.0,0.0,0.0
2024-12-26,0.0,0.0,0.0,0.0,0.0
2024-12-27,0.0,0.0,0.0,0.0,0.0
2024-12-30,0.0,0.0,0.0,0.0,0.0
2025-01-07,0.0,0.0,0.0,0.0,0.0
2025-01-08,-0.024037953714910895,0.0003994022,-0.024437355914910894,1.997011,-1.457167719820518e-16
2025-01-09,0.0005717552608344362,0.0003998832,0.00017187206083443617,1.9994159999999999,-5.551115123125783e-17
2025-01-10,0.003829204685536172,0.0003997056,0.0034294990855361722,1.998528,7.28583859910259e-17
2025-01-14,0.02296759435141289,0.00039963579999999997,0.02256795855141289,1.9981789999999997,-6.938893903907228e-17
2025-01-15,0.0050095297694678605,0.00039956640000000004,0.004609963369467861,1.9978320000000003,1.3530843112619095e-16
2025-01-16,0.0005648616736946603,0.00039931899999999987,0.00016554267369466046,1.9965949999999995,-3.8510861166685117e-16
2025-01-17,-0.009495316249433979,0.00039923840000000003,-0.009894554649433979,1.9961920000000002,1.3704315460216776e-16
2025-01-20,-0.001977492873431709,0.0003997144,-0.002377207273431709,1.998572,7.632783294297951e-17
2025-01-21,0.0031653093729894877,0.0003996372,0.0027656721729894876,1.998186,-1.1449174941446927e-16
2025-01-22,0.0032192661402167646,0.00039940440000000004,0.0028198617402167645,1.9970220000000003,2.7755575615628914e-16
2025-01-23,0.006549163589598177,0.00039947120000000005,0.006149692389598177,1.9973560000000001,1.249000902703301e-16
2025-01-24,0.0037985543405687143,0.00039981420000000003,0.003398740140568714,1.9990710000000003,1.0755285551056204e-16
2025-01-27,-0.01202358470854716,0.0003998284,-0.01242341310854716,1.999142,1.3877787807814457e-17
2025-01-28,0.010105176256669192,0.00039978580000000005,0.009705390456669192,1.9989290000000002,-1.1102230246251565e-16
2025-01-29,-0.007717110185791006,0.0003995505999999999,-0.008116660785791006,1.9977529999999997,-7.979727989493313e-17
2025-01-30,0.0037579784788364583,0.00039966700000000003,0.0033583114788364584,1.9983350000000002,2.914335439641036e-16
2025-01-31,0.002391914273340242,0.00039822760000000006,0.0019936866733402422,1.9911380000000003,1.214306433183765e-16
2025-02-03,-0.005107617592712987,0.0003986764,-0.005506293992712987,1.9933820000000002,-5.551115123125783e-17
2025-02-04,0.008042845579291597,0.0003996688,0.007643176779291597,1.998344,1.3877787807814457e-17
2025-02-05,0.004374749747280829,0.0003998244,0.003974925347280829,1.999122,3.8163916471489756e-17
2025-02-06,0.005384005267532512,0.0003999668,0.0049840384675325115,1.999834,1.491862189340054e-16
2025-02-07,0.005158099445015454,0.0003984746,0.004759624845015454,1.992373,1.4051260155412137e-16
2025-02-10,0.0007988632288330367,0.00039981040000000004,0.0003990528288330367,1.999052,1.0755285551056204e-16
2025-02-12,0.0018745188218393398,0.00039989539999999997,0.00147462342183934,1.999477,7.979727989493313e-17
2025-02-13,0.004182086606926408,0.00039979539999999996,0.0037822912069264084,1.9989769999999998,-1.3877787807814457e-16
2025-02-14,-0.003333453879956929,0.0003996716,-0.003733125479956929,1.9983579999999999,5.551115123125783e-17
2025-02-17,-0.005398641227380471,0.00039904000000000003,-0.005797681227380471,1.9952,-1.5265566588595902e-16
2025-02-18,0.003857776662904725,0.0003996248,0.0034581518629047247,1.998124,1.3877787807814457e-17
2025-02-19,0.004892345461130405,0.0003992958000000001,0.004493049661130405,1.9964790000000003,2.7755575615628914e-17
2025-02-20,0.0029464049228664717,0.000399864,0.0025465409228664715,1.99932,6.938893903907228e-18
2025-02-21,-0.0005252470475237814,0.0003999454,-0.0009251924475237814,1.999727,-1.457167719820518e-16
2025-02-25,0.0017586202258917357,0.00039903340000000005,0.0013595868258917355,1.9951670000000004,-1.249000902703301e-16
2025-02-26,0.007757272045507119,0.0003999472,0.0073573248455071185,1.999736,0.0
2025-02-27,-0.008177711040536294,0.0003998398,-0.008577550840536293,1.999199,-1.1796119636642288e-16
2025-02-28,0.0013365821004439906,0.0003997574,0.0009368247004439905,1.998787,8.673617379884035e-17
2025-03-03,-0.0004289196177927043,0.0003996832,-0.0008286028177927043,1.998416,3.122502256758253e-17
2025-03-04,-0.0020598190161125224,0.0003998499999999999,-0.002459669016112522,1.9992499999999995,1.3530843112619095e-16
2025-03-05,-0.0038040227909974097,0.0003997185999999999,-0.004203741390997409,1.9985929999999996,-1.6653345369377348e-16
2025-03-06,-0.0011465753973598127,0.00039985039999999996,-0.0015464257973598127,1.9992519999999998,0.0
2025-03-07,0.014233017203551012,0.00039917000000000007,0.013833847203551011,1.9958500000000003,-5.551115123125783e-17
2025-03-10,-0.0060384993052330724,0.0003997552,-0.006438254505233072,1.998776,8.326672684688674e-17
2025-03-11,0.022634987189080222,0.00039917840000000006,0.022235808789080224,1.9958920000000002,-6.938893903907228e-18
2025-03-12,0.007391889057208181,0.0003994088,0.0069924802572081815,1.997044,-2.7755575615628914e-17
2025-03-13,0.0011541468469110617,0.00039978639999999993,0.0007543604469110617,1.9989319999999997,1.8041124150158794e-16
2025-03-14,-0.0009800428004010863,0.0003996518,-0.0013796946004010864,1.998259,9.194034422677078e-17
2025-03-17,0.006622514237425333,0.0003998637999999999,0.0062226504374253335,1.9993189999999996,1.682681771697503e-16
2025-03-18,0.00594317850504398,0.0003997698,0.00554340870504398,1.998849,-1.0408340855860843e-17
2025-03-19,0.01138220729704284,0.0003995238,0.010982683497042841,1.997619,1.0755285551056204e-16
2025-03-21,0.003577175423083403,0.0003998768,0.003177298623083403,1.999384,1.0755285551056204e-16
2025-03-24,0.003840205037732231,0.00039975899999999997,0.003440446037732231,1.9987949999999999,-2.42861286636753e-17
2025-03-25,-0.004344362520847741,0.0003991498,-0.004743512320847741,1.995749,5.551115123125783e-17
2025-03-26,0.0022057012637472736,0.00039964959999999996,0.0018060516637472736,1.9982479999999998,1.734723475976807e-17
2025-03-27,-0.0027471870223827904,0.00039974499999999996,-0.0031469320223827904,1.9987249999999999,1.8388068845354155e-16
2025-03-28,0.007639057352284143,0.000399776,0.007239281352284143,1.99888,-4.163336342344337e-17
2025-03-31,-0.004886616079975492,0.00039961660000000003,-0.005286232679975493,1.998083,9.020562075079397e-17
2025-04-01,-0.011960359679908996,0.00039958899999999994,-0.012359948679908996,1.9979449999999996,1.3877787807814457e-16
2025-04-02,0.0035780833003312253,0.00039978619999999997,0.003178297100331225,1.9989309999999998,-1.3877787807814457e-16
2025-04-03,-0.011223868777949581,0.00039938700000000007,-0.01162325577794958,1.9969350000000003,1.942890293094024e-16
2025-04-04,-0.00026690733818404526,0.0003995174,-0.0006664247381840452,1.997587,-2.7755575615628914e-17
2025-04-07,-0.003110404922666966,0.00039981520000000005,-0.003510220122666966,1.9990760000000003,-3.469446951953614e-17
2025-04-08,-0.010413802293332443,0.0003997446,-0.010813546893332443,1.9987229999999998,1.205632815803881e-16
2025-04-09,0.0018012828368457591,0.00039911240000000005,0.0014021704368457591,1.9955620000000003,1.1102230246251565e-16
2025-04-10,0.009088825871050381,0.00039973440000000003,0.00868909147105038,1.9986720000000002,2.42861286636753e-17
2025-04-11,0.00350310741839726,0.00039946259999999994,0.00310364481839726,1.9973129999999997,-2.706168622523819e-16
2025-04-14,0.0003261010087402048,0.0003995998,-7.349879125979517e-05,1.9979989999999999,2.0816681711721685e-16
2025-04-15,0.002911558198018805,0.0003993354,0.0025122227980188053,1.996677,-9.71445146547012e-17
2025-04-16,0.00032439949713490297,0.0003996924,-7.529290286509705e-05,1.9984620000000002,1.0755285551056204e-16
2025-04-17,0.0056089134345158964,0.0003994178,0.005209495634515896,1.997089,-8.326672684688674e-17
2025-04-18,-0.008206740829419261,0.0003996534,-0.008606394229419261,1.998267,-1.0408340855860843e-16
2025-04-21,-0.002402829519871262,0.0003997344,-0.0028025639198712617,1.9986719999999998,5.898059818321144e-17
2025-04-22,0.0038299477330735526,0.0003994502,0.0034304975330735525,1.9972509999999999,-2.0816681711721685e-17
2025-04-23,0.005722958925635345,0.00039980340000000004,0.005323155525635345,1.9990170000000003,7.28583859910259e-17
2025-04-24,0.0038820783029296442,0.00039954940000000005,0.003482528902929644,1.9977470000000002,9.020562075079397e-17
2025-04-25,-0.005597602308848763,0.000399686,-0.0059972883088487625,1.9984300000000002,-5.551115123125783e-17
2025-04-28,0.00434536477212438,0.00039985860000000005,0.00394550617212438,1.9992930000000002,-1.3877787807814457e-17
2025-04-30,0.008038274588503942,0.0003996904,0.007638584188503942,1.998452,-1.0408340855860843e-17
2025-05-01,-0.006526776683514825,0.000399921,-0.006926697683514825,1.999605,-1.6653345369377348e-16
2025-05-02,0.0015577601684128857,0.00039942099999999996,0.0011583391684128856,1.9971049999999997,1.5959455978986625e-16
2025-05-07,0.009955767330085847,0.000399485,0.009556282330085847,1.997425,-2.0296264668928643e-16
2025-05-08,0.002150291746538014,0.0003999699999999999,0.0017503217465380141,1.9998499999999997,3.191891195797325e-16
2025-05-09,0.003686384775632775,0.0003996566,0.003286728175632775,1.998283,3.469446951953614e-18
2025-05-12,-0.008164658356781158,0.00039921099999999996,-0.008563869356781158,1.996055,-9.71445146547012e-17
2025-05-13,0.006852869782020581,0.0003999068,0.006452962982020582,1.999534,-2.185751579730777e-16
2025-05-14,0.005302108929549012,0.000399769,0.004902339929549012,1.9988450000000002,-5.551115123125783e-17
2025-05-15,0.009991618857079032,0.0003997014,0.009591917457079031,1.998507,-1.0408340855860843e-17
2025-05-16,0.005046941354384944,0.00039956620000000003,0.0046473751543849445,1.9978310000000001,-1.3704315460216776e-16
2025-05-19,0.014484063743942475,0.00039955799999999994,0.014084505743942476,1.9977899999999997,-6.418476861114186e-17
2025-05-20,-0.0019331909029335183,0.0003993930000000001,-0.0023325839029335184,1.9969650000000005,2.0816681711721685e-16
2025-05-21,0.007201517367794776,0.00039979239999999997,0.006801724967794776,1.998962,-1.1449174941446927e-16
2025-05-22,0.0032831936038315206,0.00039973080000000005,0.0028834628038315207,1.9986540000000002,1.491862189340054e-16
2025-05-23,-0.005441826938816265,0.00039955020000000005,-0.005841377138816265,1.9977510000000003,-9.020562075079397e-17
2025-05-26,0.00603389184309729,0.0003992438,0.00563464804309729,1.996219,5.204170427930421e-17
2025-05-27,-0.0031135869416009333,0.00039962360000000003,-0.0035132105416009335,1.998118,2.445960101127298e-16
2025-05-28,0.002175850758633566,0.000399981,0.0017758697586335661,1.9999049999999998,-1.734723475976807e-17
2025-05-29,-0.0006047788057612026,0.00039993959999999997,-0.0010047184057612026,1.999698,3.8163916471489756e-17
2025-05-30,-0.003149773742162889,0.0003993414,-0.0035491151421628894,1.9967070000000002,6.418476861114186e-17
2025-06-02,0.0028160413628463684,0.0003997436,0.0024162977628463685,1.9987180000000002,-2.498001805406602e-16
2025-06-03,0.0007899808482880175,0.0003994778,0.0003905030482880175,1.997389,-3.642919299551295e-17
2025-06-04,-0.012983536738268131,0.0003999760000000001,-0.01338351273826813,1.9998800000000003,-3.0531133177191805e-16
2025-06-05,0.004037044090180245,0.00039952559999999995,0.0036375184901802455,1.9976279999999997,-2.7755575615628914e-17
2025-06-06,0.0033969020099523,0.00039993620000000006,0.0029969658099523,1.9996810000000003,-9.71445146547012e-17
2025-06-09,0.0015324703401802834,0.0003998544,0.0011326159401802835,1.9992720000000002,5.551115123125783e-17
2025-06-10,0.006363926422401573,0.0003987030000000001,0.0059652234224015725,1.9935150000000004,1.4224732503009818e-16
2025-06-11,0.00864525508993371,0.00039985119999999996,0.00824540388993371,1.999256,-7.28583859910259e-17
2025-06-12,0.0058061492772582945,0.00039984079999999994,0.005406308477258295,1.9992039999999998,-5.551115123125783e-17
2025-06-13,0.0032688346812056635,0.0003995248,0.0028693098812056636,1.997624,9.71445146547012e-17
2025-06-16,-0.0032684469013089875,0.0003997552,-0.0036682021013089874,1.998776,-1.4224732503009818e-16
2025-06-17,-0.0135915120753165,0.0003995753999999999,-0.013991087475316499,1.9978769999999997,8.326672684688674e-17
2025-06-18,-0.002818275059083551,0.0003995724,-0.003217847459083551,1.9978619999999998,1.0408340855860843e-17
2025-06-19,0.0010958768120867411,0.000399667,0.0006962098120867411,1.998335,0.0
2025-06-20,-0.0003848430268076565,0.0003998698,-0.0007847128268076565,1.999349,-8.673617379884035e-17
2025-06-23,-0.0003295065519604324,0.00039996120000000007,-0.0007294677519604324,1.9998060000000004,1.97758476261356e-16
2025-06-24,0.0015562163577240212,0.0003991963999999999,0.0011570199577240212,1.9959819999999995,-7.28583859910259e-17
2025-06-25,-0.004435367866982894,0.00039957640000000004,-0.004834944266982894,1.9978820000000002,1.1102230246251565e-16
2025-06-26,-0.003591980115784477,0.0003994658,-0.003991445915784477,1.997329,5.898059818321144e-17
2025-06-27,-6.343824560781715e-05,0.000399573,-0.00046301124560781717,1.997865,-6.245004513516506e-17
2025-06-30,0.0009153975039695001,0.0003994762,0.0005159213039695001,1.997381,1.5265566588595902e-16
2025-07-01,0.007226959546980602,0.0003987612000000001,0.006828198346980602,1.9938060000000004,-2.7755575615628914e-17
2025-07-02,-0.000674600283235418,0.00039988100000000004,-0.0010744812832354182,1.999405,-1.249000902703301e-16
2025-07-03,0.006347994762575719,0.00039918519999999994,0.005948809562575719,1.9959259999999996,1.3530843112619095e-16
2025-07-04,0.0036075200218863746,0.00039934940000000004,0.0032081706218863746,1.9967470000000003,5.204170427930421e-17
2025-07-07,0.007710517776004599,0.000399955,0.007310562776004599,1.999775,-3.469446951953614e-18
2025-07-08,0.003216255398043892,0.0003996952,0.002816560198043892,1.998476,-3.469446951953614e-17
2025-07-09,0.0011354035478020805,0.00039964119999999996,0.0007357623478020806,1.998206,-2.7755575615628914e-17
2025-07-10,-0.0064824246940035374,0.0003991582,-0.006881582894003538,1.995791,9.71445146547012e-17
2025-07-11,0.0017144188566542195,0.0003997358000000001,0.0013146830566542194,1.9986790000000003,-4.85722573273506e-17
2025-07-14,0.0049165409088837205,0.0003997068,0.004516834108883721,1.998534,7.28583859910259e-17
2025-07-15,-0.0002521905873582885,0.0003996762,-0.0006518667873582885,1.9983809999999997,-1.8041124150158794e-16
2025-07-16,0.00311414288300742,0.00039958040000000005,0.00271456248300742,1.9979020000000003,-1.942890293094024e-16
2025-07-17,-0.004776186954415852,0.00039948939999999997,-0.005175676354415851,1.997447,-1.0408340855860843e-16
2025-07-18,-0.003971265573237229,0.000399278,-0.0043705435732372296,1.9963899999999999,1.1449174941446927e-16
2025-07-22,0.008005842179201236,0.0003993164,0.007606525779201236,1.996582,7.632783294297951e-17
2025-07-23,-0.012407808158612144,0.00039980500000000004,-0.012807613158612143,1.9990250000000003,5.551115123125783e-17
2025-07-24,-0.010497825854959817,0.0003986074,-0.010896433254959818,1.993037,2.220446049250313e-16
2025-07-25,0.0016956392347472417,0.00039949599999999994,0.0012961432347472416,1.9974799999999997,-5.551115123125783e-17
2025-07-28,0.012529971433043153,0.00039887820000000004,0.012131093233043153,1.9943910000000002,2.0122792321330962e-16
