date,gross,net,topix_ret,hedge_notional,contracts,long_exposure
2024-06-21,0.0,0.0,0.0,0.0,,
2024-06-24,0.0,0.0,0.0,0.0,,
2024-06-25,0.0,0.0,0.0,0.0,,
2024-06-26,0.0,0.0,0.0,0.0,,
2024-06-27,0.0,0.0,0.0,0.0,,
2024-06-28,0.0,0.0,0.0,0.0,,
2024-07-01,0.0,0.0,0.0,0.0,,
2024-07-02,0.0,0.0,0.0,0.0,,
2024-07-03,0.0,0.0,0.0,0.0,,
2024-07-04,0.0,0.0,0.0,0.0,,
2024-07-05,0.0,0.0,0.0,0.0,,
2024-07-08,0.0,0.0,0.0,0.0,,
2024-07-09,0.0,0.0,0.0,0.0,,
2024-07-10,0.0,0.0,0.0,0.0,,
2024-07-11,0.0,0.0,0.0,0.0,,
2024-07-12,0.0,0.0,0.0,0.0,,
2024-07-16,0.0,0.0,0.0,0.0,,
2024-07-17,0.0,0.0,0.0,0.0,,
2024-07-18,0.0,0.0,0.0,0.0,,
2024-07-19,0.0,0.0,0.0,0.0,,
2024-07-22,0.0,0.0,0.0,0.0,,
2024-07-23,0.0,0.0,0.0,0.0,,
2024-07-24,0.0,0.0,0.0,0.0,,
2024-07-25,0.0,0.0,0.0,0.0,,
2024-07-26,0.0,0.0,0.0,0.0,,
2024-07-29,0.0,0.0,0.0,0.0,,
2024-07-30,0.0,0.0,0.0,0.0,,
2024-07-31,0.0,0.0,0.0,0.0,,
2024-08-01,0.0,0.0,0.0,0.0,,
2024-08-02,0.0,0.0,0.0,0.0,,
2024-08-05,0.0,0.0,0.0,0.0,,
2024-08-06,0.0,0.0,0.0,0.0,,
2024-08-07,0.0,0.0,0.0,0.0,,
2024-08-08,0.0,0.0,0.0,0.0,,
2024-08-09,0.0,0.0,0.0,0.0,,
2024-08-13,0.0,0.0,0.0,0.0,,
2024-08-14,0.0,0.0,0.0,0.0,,
2024-08-15,0.0,0.0,0.0,0.0,,
2024-08-16,0.0,0.0,0.0,0.0,,
2024-08-19,0.0,0.0,0.0,0.0,,
2024-08-20,0.0,0.0,0.0,0.0,,
2024-08-21,0.0,0.0,0.0,0.0,,
2024-08-22,0.0,0.0,0.0,0.0,,
2024-08-23,0.0,0.0,0.0,0.0,,
2024-08-26,0.0,0.0,0.0,0.0,,
2024-08-27,0.0,0.0,0.0,0.0,,
2024-08-28,0.0,0.0,0.0,0.0,,
2024-08-29,0.0,0.0,0.0,0.0,,
2024-08-30,0.0,0.0,0.0,0.0,,
2024-09-02,0.0,0.0,0.0,0.0,,
2024-09-03,0.0,0.0,0.0,0.0,,
2024-09-04,0.0,0.0,0.0,0.0,,
2024-09-05,0.0,0.0,0.0,0.0,,
2024-09-06,0.0,0.0,0.0,0.0,,
2024-09-09,0.0,0.0,0.0,0.0,,
2024-09-10,0.0,0.0,0.0,0.0,,
2024-09-11,0.0,0.0,0.0,0.0,,
2024-09-12,0.0,0.0,0.0,0.0,,
2024-09-13,0.0,0.0,0.0,0.0,,
2024-09-17,0.0,0.0,0.0,0.0,,
2024-09-18,0.0,0.0,0.0,0.0,,
2024-09-19,0.0,0.0,0.0,0.0,,
2024-09-20,0.0,0.0,0.0,0.0,,
2024-09-24,0.0,0.0,0.0,0.0,,
2024-09-25,0.0,0.0,0.0,0.0,,
2024-09-26,0.0,0.0,0.0,0.0,,
2024-09-27,0.0,0.0,0.0,0.0,,
2024-09-30,0.0,0.0,0.0,0.0,,
2024-10-01,0.0,0.0,0.0,0.0,,
2024-10-02,0.0,0.0,0.0,0.0,,
2024-10-03,0.0,0.0,0.0,0.0,,
2024-10-04,0.0,0.0,0.0,0.0,,
2024-10-07,0.0,0.0,0.0,0.0,,
2024-10-08,0.0,0.0,0.0,0.0,,
2024-10-09,0.0,0.0,0.0,0.0,,
2024-10-10,0.0,0.0,0.0,0.0,,
2024-10-11,0.0,0.0,0.0,0.0,,
2024-10-15,0.0,0.0,0.0,0.0,,
2024-10-16,0.0,0.0,0.0,0.0,,
2024-10-17,0.0,0.0,0.0,0.0,,
2024-10-18,0.0,0.0,0.0,0.0,,
2024-10-21,0.0,0.0,0.0,0.0,,
2024-10-22,0.0,0.0,0.0,0.0,,
2024-10-23,0.0,0.0,0.0,0.0,,
2024-10-24,0.0,0.0,0.0,0.0,,
2024-10-25,0.0,0.0,0.0,0.0,,
2024-10-28,0.0,0.0,0.0,0.0,,
2024-10-29,0.0,0.0,0.0,0.0,,
2024-10-30,0.0,0.0,0.0,0.0,,
2024-10-31,0.0,0.0,0.0,0.0,,
2024-11-01,0.0,0.0,0.0,0.0,,
2024-11-05,0.0,0.0,0.0,0.0,,
2024-11-06,0.0,0.0,0.0,0.0,,
2024-11-07,0.0,0.0,0.0,0.0,,
2024-11-08,0.0,0.0,0.0,0.0,,
2024-11-11,0.0,0.0,0.0,0.0,,
2024-11-12,0.0,0.0,0.0,0.0,,
2024-11-13,0.0,0.0,0.0,0.0,,
2024-11-14,0.0,0.0,0.0,0.0,,
2024-11-15,0.0,0.0,0.0,0.0,,
2024-11-18,0.0,0.0,0.0,0.0,,
2024-11-19,0.0,0.0,0.0,0.0,,
2024-11-20,0.0,0.0,0.0,0.0,,
2024-11-21,0.0,0.0,0.0,0.0,,
2024-11-22,0.0,0.0,0.0,0.0,,
2024-11-25,0.0,0.0,0.0,0.0,,
2024-11-26,0.0,0.0,0.0,0.0,,
2024-11-27,0.0,0.0,0.0,0.0,,
2024-11-28,0.0,0.0,0.0,0.0,,
2024-11-29,0.0,0.0,0.0,0.0,,
2024-12-02,0.0,0.0,0.0,0.0,,
2024-12-03,0.0,0.0,0.0,0.0,,
2024-12-04,0.0,0.0,0.0,0.0,,
2024-12-05,0.0,0.0,0.0,0.0,,
2024-12-06,0.0,0.0,0.0,0.0,,
2024-12-09,0.0,0.0,0.0,0.0,,
2024-12-10,0.0,0.0,0.0,0.0,,
2024-12-11,0.0,0.0,0.0,0.0,,
2024-12-12,0.0,0.0,0.0,0.0,,
2024-12-13,0.0,0.0,0.0,0.0,,
2024-12-16,0.0,0.0,0.0,0.0,,
2024-12-17,0.0,0.0,0.0,0.0,,
2024-12-18,0.0,0.0,0.0,0.0,,
2024-12-19,0.0,0.0,0.0,0.0,,
2024-12-20,0.0,0.0,0.0,0.0,,
2024-12-23,0.0,0.0,0.0,0.0,,
2024-12-24,0.0,0.0,0.0,0.0,,
2024-12-25,0.0,0.0,0.0,0.0,,
2024-12-26,0.0,0.0,0.0,0.0,,
2024-12-27,0.0,0.0,0.0,0.0,,
2024-12-30,0.0,0.0,0.0,0.0,,
2025-01-07,0.0,0.0,0.0,0.0,,
2025-01-08,-0.007217678658068324,-0.0073789232580683236,-0.002039154651506281,0.0,0.0,0.806223
2025-01-09,-0.010007454894528155,-0.010170694094528155,-0.009815275927963385,0.0,0.0,0.8161959999999999
2025-01-10,-0.0007179254369001455,-0.0008834662369001455,-0.006082622595423248,0.0,0.0,0.8277039999999999
2025-01-14,-0.005277902298732418,-0.005438986098732418,-0.01085537717273477,0.0,0.0,0.8054189999999999
2025-01-15,-0.005652703518965821,-0.005802761118965821,-0.003964434836684516,0.0,0.0,0.750288
2025-01-16,-0.006571043122758151,-0.006716802522758151,-0.005949563674012781,0.0,0.0,0.7287970000000001
2025-01-17,-0.0007560969168096109,-0.000910308916809611,-0.00044019995523381095,0.0,0.0,0.7710599999999999
2025-01-20,0.0037736758600364247,0.003624993860036425,0.005910200568388424,0.0,0.0,0.74341
2025-01-21,-0.0018557870134901116,-0.0020028209134901115,-0.0053480640301456495,0.0,0.0,0.7351695
2025-01-22,0.007732859077036278,0.007583758477036278,0.0011997468826698832,0.0,0.0,0.745503
2025-01-23,0.0023458315379056446,0.0021986078379056446,0.0030290548692695207,0.0,0.0,0.7361185
2025-01-24,0.0010818407949651772,0.0009334845949651772,-0.0023282296026053695,0.0,0.0,0.741781
2025-01-27,-0.007136091462812117,-0.007285622162812117,-0.00482061607184725,0.0,0.0,0.7476535000000002
2025-01-28,0.008385604983822738,0.008249050383822738,0.00232684966369745,0.0,0.0,0.6827730000000001
2025-01-29,-0.0007283301773208452,-0.0008752771773208452,0.002829002514668888,0.0,0.0,0.734735
2025-01-30,0.005548906561850737,0.005399848661850737,0.0050869808696281105,0.0,0.0,0.7452894999999999
2025-01-31,-0.004062700771868721,-0.004198032971868721,0.0032197603347110526,0.0,0.0,0.6766610000000001
2025-02-03,-0.005415552044685629,-0.005531946644685629,-0.010270608523549996,0.0,0.0,0.5819730000000001
2025-02-04,0.0011451928197183006,0.0009952640197183006,-0.005748315993972075,0.0,0.0,0.7496440000000002
2025-02-05,-0.00057072682119765,-0.00069868682119765,-0.0016182642025412974,0.0,0.0,0.6397999999999999
2025-02-06,0.00715268804976166,0.00700376044976166,-0.0004140425810108539,0.0,0.0,0.744638
2025-02-07,0.002490971327411424,0.002346201827411424,-0.002510823141845031,0.0,0.0,0.7238475
2025-02-10,0.007800055316210511,0.007662512716210511,0.00012442043861859986,0.0,0.0,0.6877129999999999
2025-02-12,-0.006110874239727792,-0.006260589339727792,-0.002164818235582011,0.0,0.0,0.7485754999999998
2025-02-13,0.006577150676553918,0.006430592176553918,0.005939780159024632,0.0,0.0,0.7327925
2025-02-14,-0.009507749779905959,-0.00965674867990596,-0.0031467672476083175,0.0,0.0,0.7449945
2025-02-17,-0.0026655120572125508,-0.0028134543572125507,0.003769258954257282,0.0,0.0,0.7397115000000001
2025-02-18,0.003737390131912768,0.0036018618319127683,0.001707100527649219,0.0,0.0,0.6776415
2025-02-19,0.0032072712188522525,0.0030674243188522528,-0.001976391498631269,0.0,0.0,0.6992345
2025-02-20,-0.004705806335260479,-0.004852402535260479,-0.006131268013098379,0.0,0.0,0.7329810000000001
2025-02-21,0.009512530096052135,0.009376241996052135,0.004124331722495711,0.0,0.0,0.6814405
2025-02-25,0.005386861378896468,0.005231403978896468,0.003949918569775779,0.0,0.0,0.7772869999999998
2025-02-26,-0.0005248327852892071,-0.0006767390852892071,-0.0005923451348597286,0.0,0.0,0.7595315000000001
2025-02-27,-0.0037697832890932555,-0.003912172789093255,0.0060630349736741085,0.0,0.0,0.7119475
2025-02-28,-0.006619884476318198,-0.006755222576318198,-0.011251156635122661,0.0,0.0,0.6766905
2025-03-03,0.00566885785672475,0.005523641356724751,0.006835040556541161,0.0,0.0,0.7260825
2025-03-04,-0.0017796679665232427,-0.0019123958665232428,-0.002344885976698463,0.0,0.0,0.6636394999999999
2025-03-05,-0.0012792790539637787,-0.0014309614539637786,0.0032738600544781615,0.0,0.0,0.758412
2025-03-06,0.003567270181593459,0.003424069181593459,0.006379001964176734,0.0,0.0,0.716005
2025-03-07,0.006287104958906457,0.006147696558906457,-0.004041065164473889,0.0,0.0,0.697042
2025-03-10,-0.005401101206963102,-0.005549633406963102,-0.0038653900060486857,0.0,0.0,0.7426610000000001
2025-03-11,0.008645413611034835,0.008508905611034834,-4.1185698827717054e-05,0.0,0.0,0.6825400000000001
2025-03-12,0.011985914400207947,0.011839286500207947,0.008306176128349163,0.0,0.0,0.7331394999999998
2025-03-13,-0.003399527659462609,-0.0035604441594626088,-0.004284180267678073,0.0,0.0,0.8045825
2025-03-14,0.010310349014443203,0.010168664514443204,0.009189482445970398,0.0,0.0,0.7084225
2025-03-17,0.002918647420300372,0.002765025420300372,0.003164868860537684,0.0,0.0,0.7681099999999998
2025-03-18,0.0022617785091150052,0.0021117965091150053,0.0022323357432956215,0.0,0.0,0.7499099999999999
2025-03-19,0.006798129508346595,0.006660211108346595,0.0023841021614665614,0.0,0.0,0.689592
2025-03-21,0.0007767853125946906,0.0006357429125946906,0.006673678995681165,0.0,0.0,0.7052120000000001
2025-03-24,-0.003118392746525888,-0.003259451946525888,-0.006503746684940248,0.0,0.0,0.705296
2025-03-25,-0.006011466160493395,-0.006154815160493395,-0.00502551882346669,0.0,0.0,0.716745
2025-03-26,-0.001487058386318162,-0.001616579086318162,-0.0014058256563181937,0.0,0.0,0.6476035
2025-03-27,0.004226877555401283,0.0040929738554012825,0.007406691785012631,0.0,0.0,0.6695184999999999
2025-03-28,-0.004958320168654238,-0.005093622368654238,-0.007630153502852233,0.0,0.0,0.676511
2025-03-31,-0.008024905006763432,-0.008159102806763432,-0.01886813340910609,0.0,0.0,0.670989
2025-04-01,-0.014433510170046886,-0.014585339970046886,-0.01042468315134748,0.0,0.0,0.759149
2025-04-02,-0.005229428560994749,-0.00537159926099475,-0.00615367307908643,0.0,0.0,0.7108535
2025-04-03,0.009779442240864439,0.009631359340864438,-0.01195907220063841,0.0,0.0,0.7404145000000001
2025-04-04,-0.016931713787441034,-0.017092423787441035,-0.020779333499031494,0.0,0.0,0.80355
2025-04-07,-0.0004640606292244761,-0.0006214588292244761,-0.05903200342071502,0.0,0.0,0.786991
2025-04-08,0.00954244965928644,0.00938247115928644,0.043574901200187144,0.0,0.0,0.7998924999999999
2025-04-09,-0.009588940762951083,-0.009754710362951084,-0.019167181576793868,0.0,0.0,0.828848
2025-04-10,0.0011495192451300381,0.0009951368451300382,0.06023029969020599,0.0,0.0,0.7719119999999998
2025-04-11,0.018272805941723768,0.01812094634172377,-0.009694668133244488,0.0,0.0,0.7592979999999999
2025-04-14,-0.0010394079920714502,-0.00120419729207145,-0.0033521835250391874,0.0,0.0,0.8239465
2025-04-15,-0.00406864690396292,-0.0042266368039629194,-0.002155805588419879,0.0,0.0,0.7899495000000001
2025-04-16,-0.007788885963483837,-0.007936244863483837,-0.007067306354613279,0.0,0.0,0.7367944999999999
2025-04-17,0.011739235878235445,0.011584186978235446,0.01230660900110836,0.0,0.0,0.7752445
2025-04-18,0.00481226315369623,0.00465882205369623,0.007987805598553832,0.0,0.0,0.7672055
2025-04-21,-0.00536200666124408,-0.00550476566124408,-0.007410285696343166,0.0,0.0,0.7137950000000001
2025-04-22,0.005771685178624593,0.005621530778624593,0.0062470195517405624,0.0,0.0,0.7507720000000001
2025-04-23,-0.0006713090662727403,-0.0008290297662727403,0.004415148311672112,0.0,0.0,0.7886034999999998
2025-04-24,-0.008214462666579507,-0.008355045566579507,-0.005313822460779383,0.0,0.0,0.7029144999999999
2025-04-25,0.0035527101030300608,0.003418161403030061,0.0056519443147640125,0.0,0.0,0.6727434999999999
2025-04-28,0.00416414415236329,0.00401051955236329,0.0009705291460855303,0.0,0.0,0.7681230000000001
2025-04-30,0.004234170091522106,0.004091380091522105,0.0013552679000481405,0.0,0.0,0.7139500000000001
2025-05-01,0.0010831962426461736,0.0009351592426461736,0.0033890180835010053,0.0,0.0,0.7401849999999999
2025-05-02,0.005073733302730746,0.004933770302730746,0.0011062235316465774,0.0,0.0,0.699815
2025-05-07,0.0008101293047239756,0.0006579026047239756,-0.0008930655865885262,0.0,0.0,0.7611335000000001
2025-05-08,0.0005812241272622272,0.0004185124272622272,4.0761725480731315e-05,0.0,0.0,0.8135585000000002
2025-05-09,0.0017739002412281483,0.0016316255412281483,0.00317817992315117,0.0,0.0,0.7113735
2025-05-12,0.0017757112262788994,0.0016381523262788994,-0.001147444840687295,0.0,0.0,0.6877945000000001
2025-05-13,-0.005449642233494564,-0.005594893933494564,-0.0008614071572483617,0.0,0.0,0.7262585000000001
2025-05-14,-0.001742463000015266,-0.0018825460000152661,-0.0022638975144065876,0.0,0.0,0.700415
2025-05-15,0.0036724100794938634,0.0035224111794938634,-0.0031844699768170948,0.0,0.0,0.7499944999999999
2025-05-16,0.0034132659721348045,0.0032592696721348044,-0.001843009131272666,0.0,0.0,0.7699815
2025-05-19,0.016735614701044284,0.016577808001044286,0.0013529869930410943,0.0,0.0,0.7890335
2025-05-20,-0.011127304586490945,-0.011267999586490945,-0.005696092241116446,0.0,0.0,0.703475
2025-05-21,-0.0032098090363890355,-0.0033370843363890357,-0.005386362312932991,0.0,0.0,0.6363764999999999
2025-05-22,0.004145546158701025,0.004018977058701026,0.0012455273407991907,0.0,0.0,0.6328455
2025-05-23,0.00046783034808118424,0.00033568434808118426,0.0029257132800986074,0.0,0.0,0.66073
2025-05-26,0.003073829107539018,0.002927311107539018,0.004027918142779363,0.0,0.0,0.73259
2025-05-27,0.00011302156039358157,-4.227033960641841e-05,0.006889556232594352,0.0,0.0,0.7764595
2025-05-28,-0.004678891772297001,-0.004837937672297001,-0.008463562644326239,0.0,0.0,0.7952294999999999
2025-05-29,0.0017306647986336924,0.0015877420986336924,0.00857570181951206,0.0,0.0,0.7146135
2025-05-30,-0.002894982757849692,-0.003027251057849692,0.007614012372320511,0.0,0.0,0.6613415
2025-06-02,0.006965943082407792,0.006828611482407792,-0.002388700905910368,0.0,0.0,0.686658
2025-06-03,-0.0018814314541336058,-0.002021084254133606,-0.003778373753424158,0.0,0.0,0.698264
2025-06-04,-0.0006044356778528797,-0.0007434497778528796,0.0007401897904113497,0.0,0.0,0.6950704999999999
2025-06-05,-0.0012516546056676365,-0.0013903883056676366,-0.004665287301535703,0.0,0.0,0.6936684999999999
2025-06-06,-0.0012775403332972884,-0.0014260311332972885,0.0022256964801423695,0.0,0.0,0.742454
2025-06-09,0.001653149757696961,0.001499722157696961,-0.000807128559436987,0.0,0.0,0.7671379999999999
2025-06-10,0.002714213277284956,0.002557119177284956,-0.0025274764615330625,0.0,0.0,0.7854705
2025-06-11,0.002658266219099604,0.002509079519099604,-0.002121911509491481,0.0,0.0,0.7459335
2025-06-12,0.004095913318042386,0.003940477118042386,-0.002601936041114916,0.0,0.0,0.7771809999999999
2025-06-13,-0.004574003408436851,-0.004703978708436851,-0.006494887348665879,0.0,0.0,0.6498765
2025-06-16,0.003392563552450591,0.003243377952450591,0.0011896907885486918,0.0,0.0,0.745928
2025-06-17,-0.0005262191206433445,-0.0006776366206433445,0.0033409296280695333,0.0,0.0,0.7570874999999999
2025-06-18,0.006021555635407168,0.005884061435407168,0.01118356383380914,0.0,0.0,0.687471
2025-06-19,-0.0005182353490576079,-0.000649223549057608,-0.005478261489032854,0.0,0.0,0.6549409999999999
2025-06-20,-0.0016093593929093013,-0.0017558642929093014,-0.00533715225061282,0.0,0.0,0.7325245
2025-06-23,-0.004122811315966167,-0.004263161515966167,-0.0012045534289983895,0.0,0.0,0.701751
2025-06-24,-2.715611335826819e-05,-0.00017577371335826815,-0.002478248083033985,0.0,0.0,0.7430879999999999
2025-06-25,-0.0026749685517032462,-0.002817836451703246,-0.002666972555992131,0.0,0.0,0.7143395
2025-06-26,0.0025975131222835983,0.002445530022283598,0.007218297846361521,0.0,0.0,0.7599155000000001
2025-06-27,0.006459121149275615,0.006305552649275615,0.007326552902960248,0.0,0.0,0.7678424999999999
2025-06-30,-0.0005189990387641332,-0.0006484654387641332,-0.0027928957680113387,0.0,0.0,0.647332
2025-07-01,-0.003949254564923627,-0.004101213764923627,-0.005900564432338329,0.0,0.0,0.7597960000000001
2025-07-02,0.004973506870420089,0.004831328970420089,0.002504451964895127,0.0,0.0,0.7108895
2025-07-03,0.0004672281730948005,0.00032630187309480054,0.0012493540874758402,0.0,0.0,0.7046315
2025-07-04,-0.00598386440037669,-0.00613243370037669,-0.004800129504960338,0.0,0.0,0.7428465
2025-07-07,-0.0017470216638457712,-0.001885431163845771,-0.005461310997608937,0.0,0.0,0.6920474999999999
2025-07-08,0.004488307755862212,0.0043435721558622116,0.003623898488082533,0.0,0.0,0.723678
2025-07-09,-0.0013857667311431088,-0.0015302971311431089,-0.0011795867914533575,0.0,0.0,0.7226520000000001
2025-07-10,-0.003710677605632606,-0.003842175105632606,-0.004530748918637584,0.0,0.0,0.6574875
2025-07-11,-0.00033755618786737273,-0.0004758233878673727,-0.001375953705701649,0.0,0.0,0.691336
2025-07-14,0.003270240033124282,0.003126172733124282,0.002934749782380841,0.0,0.0,0.7203364999999999
2025-07-15,-0.0005203395571734164,-0.0006493969571734165,-0.003140204854262807,0.0,0.0,0.6452869999999999
2025-07-16,-0.002254862137142667,-0.0023943520371426667,-0.0025719309293267267,0.0,0.0,0.6974495
2025-07-17,0.010574622688602642,0.010436304688602642,0.008365734576120776,0.0,0.0,0.6915900000000001
2025-07-18,-0.005653660031427773,-0.005787951031427773,-0.005585181027224273,0.0,0.0,0.6714549999999999
2025-07-22,0.0017485674221141352,0.0016157177221141352,-0.001014416692790232,0.0,0.0,0.6642484999999999
2025-07-23,0.010615314644666122,0.010468154044666122,0.02008533303587612,0.0,0.0,0.735803
2025-07-24,0.0018239941454120338,0.0017063342454120337,0.007641363533301693,0.0,0.0,0.5882995
2025-07-25,-0.003964122904074533,-0.004091779404074533,-0.004918336732457895,0.0,0.0,0.6382825
2025-07-28,-0.0019822007276396494,-0.0021121264276396496,-0.008078927773641054,0.0,0.0,0.6496284999999999
2025-07-29,0.0003621156444707246,0.0002462580444707246,-0.0015001664944508386,0.0,0.0,0.5792879999999999
2025-07-30,0.00492899974687638,0.0047983100468763805,0.003012286143140308,0.0,0.0,0.6534485
2025-07-31,0.0021384785243333355,0.0020059990243333353,0.005400955159432286,0.0,0.0,0.6623975
2025-08-01,0.003827738562943501,0.003681780362943501,0.0014264124029954584,0.0,0.0,0.7297910000000001
2025-08-04,0.013328240797742115,0.013209296897742116,0.0041768965624104926,0.0,0.0,0.5947195000000001
2025-08-05,-0.0015027200183128282,-0.001643271318312828,0.0026324505007118137,0.0,0.0,0.7027564999999999
2025-08-06,0.0035743595237365928,0.003451665723736593,0.009428826143470515,0.0,0.0,0.613469
2025-08-07,0.008551116817144691,0.008411349917144692,0.008332124067318425,0.0,0.0,0.6988345
2025-08-08,0.0006840871238885599,0.0005415655238885598,0.007703867594773817,0.0,0.0,0.712608
2025-08-12,0.0027169778449330872,0.0025727338449330873,0.009222110685075835,0.0,0.0,0.7212200000000001
2025-08-13,0.0028314170245345885,0.0026913841245345886,0.0027274201394518194,0.0,0.0,0.7001645000000001
2025-08-14,-0.004670953029253195,-0.004811169029253195,-0.0066398344589216896,0.0,0.0,0.70108
2025-08-15,0.00793314014858496,0.00779008004858496,0.010910368428243444,0.0,0.0,0.7153005000000001
2025-08-18,0.004649087410859086,0.004522745710859086,0.003395061728395099,0.0,0.0,0.6317085
2025-08-19,0.0008640627512893959,0.0007441949512893959,-0.003698612620676389,0.0,0.0,0.5993390000000001
